"","gender","age_group","education","familiarity","q"
"547","Female","Adults","college_educated","No",0.769230769230769
"548","Female","Adults","college_educated","No",0.538461538461538
"549","Male","Youths","No_college","No",2
"550","Male","Youths","college_educated","No",1.92307692307692
"551","Female","Youths","No_college","No",2.38461538461538
"552","Female","Adults","college_educated","No",1.76923076923077
"553","Male","Adults","college_educated","No",2.30769230769231
"554","Female","Youths","college_educated","No",2.76923076923077
"555","Male","Adults","college_educated","No",1.76923076923077
"556","Male","Adults","college_educated","Yes",1
"557","Female","Adults","college_educated","No",2.46153846153846
"558","Male","Adults","college_educated","No",2
"559","Female","Youths","No_college","Yes",2.92307692307692
"560","Male","Youths","college_educated","No",0.923076923076923
"561","Male","Adults","college_educated","Yes",1.92307692307692
"562","Female","Youths","college_educated","Yes",0.769230769230769
"563","Male","Adults","college_educated","No",0.923076923076923
